id,name,username,bio,location,website,join_date,following,followers,fk_game_id
2262160099,House House,house_house_,"We made Push Me Pull You, a game about friendship and wrestling, and now an Untitled Goose Game: https://t.co/14XuKHvgbH
For press enquiries: press [at] goose [dot] game",Melbourne,https://t.co/kvgWL98fWq,2013-12-26T01:54:14.000Z,135,44928,01028a117e8845ed90e1bc859ff6d4f3
1016685477435465728,The Sojourn,The_Sojourn,A thought-provoking first-person puzzle game in which you traverse the parallel worlds of light and darkness in search of answers to the nature of reality.,,https://t.co/9vNPTRIjJd,2018-07-10T14:08:01.000Z,25,900,265ae8cbed404648b0fddf253ffc44eb
3317822506,WHAT THE GAMES? 🔜 @gamescom,tribandtweets,"We make silly, stupid games

⛳️ WHAT THE GOLF? - https://t.co/IIGH2QI4LA
⚾ WHAT THE BAT? (Coming to VR in 2022) - https://t.co/MGM8a6ph9y
🎉 Discord:  https://t.co/JL9xO9hIgt",WhatTheVerse,https://t.co/h8uyhqYj9C,2015-06-10T19:04:58.000Z,2312,22845,c3291802fde5400aaaabda61acd2d2b4
1113498741250461696,GhostbustersVG,PlayGBremaster,The beloved and critically acclaimed Ghostbusters video game is remastered for modern consoles and PC!  Coming 2019.,,https://t.co/4YkfE2JHPb,2019-04-03T17:49:22.000Z,1,2798,387e3e9d6a1a4812bd2e54a04eac2db9
1124335808335556608,John Wick Hex - Now on Xbox+Steam+Switch,JohnWickHex,,,https://t.co/OFeX2uN9Vb,2019-05-03T15:32:00.000Z,14,4728,e4362ad88b0346d7b05d4f9d640bbf20
1450021528599502848,Curve Digital,CurveDigital,We are now @CurveGames,,https://t.co/6WDt54nNqs,2021-10-18T08:51:35.000Z,0,61,d4497261293046f58c0a429a11a7d852
191977580,William Chyr,WilliamChyr,Artist & game developer. Made @ManifoldGarden. Adjunct at @ColumbiaChi.,Chicago,https://t.co/vDEsqLIeLC,2010-09-17T21:25:10.000Z,0,16730,23614423f0b7437b97b78b70a96b7e92
960932425533571072,The Outer Worlds,OuterWorlds,"Official account for @Obsidian's #TheOuterWorlds. Published by @PrivateDivision. Available on PC, Xbox One, PlayStation 4, and Nintendo Switch.",Halcyon,https://t.co/exCFz3O8IQ,2018-02-06T17:45:18.000Z,73,101471,5af5633e9f1747728d4fee10988ca2b7
928710056501055491,Afterparty,AfterpartyGame,Escape Hell with your best bud in the latest game from @Nightschoolers. Out now! 😈 support: https://t.co/UY1N8Zw0tk,,https://t.co/Xc94QZldzZ,2017-11-09T19:45:06.000Z,15,8820,0a7cd03813b247fcbcb4329b8f56e8ea
52843094,Robot Entertainment,RobotEnt,"Robot Entertainment is an award-winning independent game developer located in Plano, TX. We make @OrcsMustDie and ReadySet Heroes.","Plano, Texas",http://t.co/AxzwHUsKgw,2009-07-01T20:37:34.000Z,54,6519,9a078d3bda8a490abbe4a2aa8e9c94ee
29758446,Rockstar Games,RockstarGames,"The official home of Rockstar Games on Twitter. Publishers of such popular games as Grand Theft Auto, Max Payne, Red Dead Redemption, L.A. Noire, Bully & more.",NYC / Edinburgh / Bogota,https://t.co/cJS8YyBL3R,2009-04-08T16:47:30.000Z,1497,14111743,a3c78a5c62824677834c1008e0be9b2d
155844378,Vlambeer,Vlambeer,"Independent games made by @tha_rami & @jwaaaap, brought back arcade from 1937 to 2020. Made Super Crate Box, Nuclear Throne, Ridiculous Fishing & LUFTRAUSERS","Utrecht, The Netherlands",http://t.co/a9HWIob5kM,2010-06-15T09:01:15.000Z,2565,63157,a123324c4f464e06bfda6dee473a9776
2267715864,Superliminal,pillowcastle,"Superliminal - Perception is Reality

Available on Steam, Epic, GoG, Xbox, PS4, Switch - https://t.co/xY3c6h5VVx

Contact: info@ or support@pillowcastlegames.com","Seattle, WA",http://t.co/ZwjWgsHp8L,2013-12-29T18:04:17.000Z,59,6976,daa88a4b17cd4bb8bdb87cdf777ac3f3
3881464594,Breadcrumbs,BreadcrumbsInt,"We love combining dark humour, quirky characters and charming art to create worlds that you can get lost in. Creators of Yaga. Working on Monster Therapy.","Cluj-Napoca, România",https://t.co/NC3jULQrgZ,2015-10-06T14:49:54.000Z,159,1297,16b8d80102a64760b02276bce4429d3b
3033103596,EA Star Wars,EAStarWars,The official Twitter page for EA STAR WARS™ including #StarWarsJediSurvivor - Coming 2023.,"A long time ago in a galaxy far, far away. . . .",https://t.co/8JlQ80GfP3,2015-02-20T18:01:47.000Z,106,633648,87042929b63047a49ae06a31f26825e7
721387700507512832,The Messenger,messengergame,"The Messenger is a love letter to retro gems by @sabotageqc Available on PC/PS4/Switch/Xbox!

https://t.co/d5grsWfSoI","Québec, Canada",https://t.co/GXkfzcLrNl,2016-04-16T17:20:05.000Z,973,8909,a46b0cc96e60477cb4a5a9f024589079
3253358179,Shenmue 3,Shenmue_3,The Official Shenmue 3 Twitter feed by Ys Net Inc.,"Ebisu, Japan",http://t.co/LlughNQ8c0,2015-06-23T05:03:13.000Z,44,16044,30e0d1b99ced430b825239b395ff140c
312145404,Rayman,RaymanGame,"Rayman Mini is available! Run, Jump, punch, glide and slide your way through this new runner platforming game! Only on #AppleArcade https://t.co/w0EhOSf3A3",#Rayman #RaymanAdventures,https://t.co/eYK9gjwyXa,2011-06-06T17:12:02.000Z,131,14871,e31d7dadcf1c4063b69fd97af1f3c2a9
15578992,Telltale Games,telltalegames,"The NEW Telltale. We're reissuing classics, honoring the past, and creating new titles like #TWAU2 & #TheExpanse
NEED SUPPORT? https://t.co/ZGvU2w6tMb","California, USA",https://t.co/DjfscdfHiU,2008-07-24T08:05:06.000Z,1512,956935,ea40bbb5451649e38472912b11f338b8
860523055432556544,Piccolo Studio,Piccolo_Studio,"Crafting games from Barcelona. #AriseASimpleStory Embark on this Memorable Journey on PlayStation 4, Xbox One, PC and now also on Nintendo Switch","Barcelona, Spain",https://t.co/OeSHC77l2x,2017-05-05T15:54:18.000Z,301,2797,3e69e975e8264e9799e6e3edd64f8e65
805134246004199424,MechWarrior5Mercs,MW5Mercs,"MechWarrior 5 Mercenaries - Available Now!
Pilot huge BattleMechs through the destructive worlds of the InnerSphere while building your mercenary Corporation.",Vancouver,https://t.co/Rn033J4BnL,2016-12-03T19:38:57.000Z,16,7293,616d8e1ff26b4a65b14794e612da00c4
712312071870754818,Digital Continue,digitalcontinue,Developing exciting and innovative PC and console games. SuperMash is out now! 👾 Play with us at https://t.co/jq7Lpd587L,"Queens, NY",https://t.co/hBXgLxVsYG,2016-03-22T16:16:46.000Z,70,2096,f08e4c3a18b546568ccd07997590bee3
3131549387,Quantic Dream,Quantic_Dream,"The video game studio & publisher behind THE NOMAD SOUL, FAHRENHEIT, HEAVY RAIN, BEYOND: TWO SOULS, @Detroit_Game & STAR WARS ECLIPSE","Paris, FRANCE",https://t.co/COqFvfLDh2,2015-04-03T09:21:00.000Z,146,107199,cc097232e8584021853adf98adec1b8d
2863750240,The Escapists,Escapists_Game,"Official account for prison escape adventures, The Escapists, The Escapists: The Walking Dead & The Escapists 2. This account is managed by @Team17",Center Perks,https://t.co/3E1PvaWHVr,2014-11-06T11:55:03.000Z,565,23965,70c286b7eb704c9eaa59e66571447092
920316450845310976,🎩 Wattam 🎇,WattamGame,"A game about the joys of friendship and discovery, from the imagination of Keita Takahashi (Katamari Damacy, Noby Noby Boy), developer @Funomena, and @A_i.",,https://t.co/oKllMZmaIZ,2017-10-17T15:51:55.000Z,24,1222,d80ba2f3338847d49a27d8e458d91334
756875322922930176,Batman Telltale Game,TelltaleBatman,Choose your choices and wear the cowl in Batman from Telltale Games. Episode 1 on Download for PS3 and PS4.,,,2016-07-23T15:35:13.000Z,1,556,a8953f3d2d55446aa2c8b4509b4b6960
859833590980280320,MTG Arena,MTG_Arena,"Alchemy Horizons: Baldur's Gate - MTG Arena's first ever digital only set!

For technical support, reach out to @Wizards_Help.","PC, Mac, Android and iOS",https://t.co/45OgDLgKvj,2017-05-03T18:14:37.000Z,106,146158,e8c01dff9a524977a2e51c5831155a91
1028043419149467648,Kindred Aerospace,4thBestInSpace,"Kindred Aerospace is a top 5 Interstellar Exploration Company. Join the Pioneer program today

Our mission to AR-Y 26 launches January 28th, 2020!",,https://t.co/W11V4a5QLd,2018-08-10T22:20:26.000Z,9,2125,1dbc4cac67ba46e39a2582dd18221a66
4737523233,Days of War,PlayDaysOfWar,"Days of War returns in early 2020 to reimagine the team based, close quarters, non-stop action of classic WW2 multiplayer shooters.","New York, USA",https://t.co/PMtobXz7RA,2016-01-07T19:59:22.000Z,135,1391,bc5f7e2b085044578a191eb1e2d7f9be
2895838133,Zombie Army,zombiearmy,"@Rebellion's Zombie Army 4: Dead War is out now on Xbox One, PlayStation 4, Stadia and PC and available now on Nintendo Switch!","Oxford, UK",https://t.co/Bzv6QLTQ00,2014-11-28T11:36:39.000Z,679,8552,475691037f00498fa752cd9ecf258b6b
487039283,Aztez The Game,aztezgame,NOW AVAILABLE ON PC/MAC/LINUX!  Aztez is a highly stylized beat 'em up/turn-based strategy hybrid.  https://t.co/pAYX6pUf2P,Mesoamerica,http://t.co/oMs5dAyooA,2012-02-08T23:04:21.000Z,18,1287,8b620ab6eaad4c6182d44f07830fd8f6
204720115,The Bearded Ladies,TheBeardedLC,A special kind of game development studio. Based in Malmö. Sweden.,,https://t.co/fo7QsvebpP,2010-10-19T09:57:54.000Z,2,1499,c6f4afb96f6b456ebc9a522d8fb6b3a0
2811740845,Fusion Media Group,FusionMedia,"True stories, in full color: @FusionTV, @Splinter_News, @TheOnion, @Gizmodo, @Deadspin, @Jezebel, @Lifehacker, @TheRoot, @Kotaku, @Jalopnik + more",,https://t.co/tWTiTxZem2,2014-09-15T17:53:57.000Z,592,2552,fd7b726f8d81401ba83fda5226407a17
733337408,Faeria,EnterFaeria,"Enter Faeria, the strategic card game on a ""Living Board"". Craft your deck, shape the battlefield, and fight for victory!",Belgium,https://t.co/so89l8ygzC,2012-08-02T18:43:10.000Z,54,4685,a141915f0de3494791151b205a712cda
1272951187,Gwen Frey,direGoldfish,"Ex-AAA dev (BioShock Infinite & more) Founded Chump Squad, developed KINE & now LAB RAT.

➕ Wishlist LAB RAT! https://t.co/4fRRrUVZ4l 

➕ Discord: https://t.co/DWxx2yCQLc","Boston, MA",https://t.co/c6F5xxgh1v,2013-03-16T18:05:05.000Z,559,10881,dce338d41ea84680a81ad383a1f7f401
979489794681028609,Play Torchlight,PlayTorchlight,"Torchlight III is the latest entry in the Torchlight series, moving the franchise forward while bringing it back to its roots!",,https://t.co/cuzdWffHuX,2018-03-29T22:45:39.000Z,10,29122,9ca2b214a7b0477cb57fb0975f50043c
1067490909128925185,Foregone,ForegoneGame,"Foregone is a fast and fluid 2D action-platformer packed with legendary loot and stunning pixel art

Available on Steam, GOG, Epic, Switch, PS4, Xbox","London, Ontario",https://t.co/iy6rmNsCZm,2018-11-27T18:50:40.000Z,231,1846,aab7e770208a419286ef5fe2f9a98a60
950437442129145856,Offworld Mars,OffworldMars,"An economic strategy game by Soren Johnson. Play the campaign, battle the AI or go online and bankrupt your friends in OTC. Discord https://t.co/tFFEN37SgE",,https://t.co/8b0ubHfjOq,2018-01-08T18:41:59.000Z,11,107,4531b00fcf354680bf68d138b7155fda
1072767335126237184,OVERPASS™,PlayOverpass,"OVERPASS™ is an off-road racing game that will be available on PlayStation 4™, Xbox One, and PC February 27th, 2020. A Switch version will be released later.",,,2018-12-12T08:17:18.000Z,5,301,e3446d29202c46cdb827d35dc1fae75f
1508708852,Analgesic Productions ✨play the Sephonie demo!✨,analgesicprod,"Game studio of @han_tani @even_kei | anodyne, Sephonie, even the ocean |

https://t.co/7XFYphDhhA

join our newsletter at our site below!",hello@analgesic.productions,https://t.co/vSLVw9CAa5,2013-06-12T04:12:13.000Z,4,3709,69d2af5db6994e2db61d70810ce563af
2811833282,Paper Cult 🥕,papercultgames,"Paper Cult is an indie gaming studio based in Montreal. Bloodroots is out now on PC, Switch, PS4 and Xbox. Get it now: https://t.co/UNYpEmOs2C

https://t.co/OM3lJsQd35","Montréal, Canada",https://t.co/qM6VjovdiV,2014-09-15T19:36:53.000Z,387,2299,4423a534b0ca48b885abcf23a5e27e61
30281825,adamgryu,adamgryu,oh hey i program and make games and stuff | created A Short Hike https://t.co/I0Epd3AHzL | itch: https://t.co/JFJAe58vju | he/him,"Toronto, Ontario",https://t.co/Nis12h1P5b,2009-04-10T18:43:50.000Z,538,37249,e97596b69a334eb896d3567ffad85093
777230952523112452,Akupara Games,akuparagames,"🐢Tortoise-powered game publisher
🐢Behind The Frame, GRIME, Absolute Tactics, Rain World, Astrea + MORE!
🐢Links: https://t.co/DafQThjk2G","Los Angeles, CA",https://t.co/I8Ma8ADmUE,2016-09-17T19:41:14.000Z,1786,12995,e33a567a8ce04ed5abc23d5e46a98087
2977327814,State Of Decay 2,StateOfDecay,The critically-acclaimed “State of Decay” franchise immerses you in a co-op zombie survival fantasy by @undeadlabs. Shop SoD2 merch → https://t.co/teMxs36OH5,Twitch.tv/stateofdecay,https://t.co/dbJA8tfvpi,2015-01-12T18:10:25.000Z,141,53432,73fbe4d673504c2a80261cf6bfcff20f
132960321,Insurgency,InsurgencyGame,"Experience the intensity of modern combat in a tactical FPS based on lethal CQC. Out now on Steam, EGS, PS4, and Xbox One || Player Support: https://t.co/xEt4C9Gkkf",,https://t.co/1v2LkGqDeO,2010-04-14T16:50:35.000Z,732,53987,c7372a04d62b4d4bb5b2a95424202e25
737888113373159424,Dauntless,PlayDauntless,"Play Dauntless for free on Playstation 4/5, Xbox Series X|S, Xbox One, Nintendo Switch, and the Epic Games store with true cross-play and cross-progression.",The Shattered Isles,,2016-06-01T06:06:50.000Z,104,123402,e64af2d6202d4b64b86abe428250dbff
3348826288,Paladins: The Game,PaladinsGame,"Paladins is a free-to-play, class-based first person shooter from @EvilMojoGames. For server updates, please visit @HiRezOps.",,https://t.co/yLqwmplktc,2015-06-28T09:47:38.000Z,49,492318,6005be154ca94b978757989243a9ec73
349211585,Davey Wreden,HelloCakebread,"The Stanley Parable, The Beginner's Guide. Founder of Ivy Road.","Vancouver, BC",http://t.co/pLInFpdk3f,2011-08-05T18:58:09.000Z,495,42499,ba1f4fa2618046a0a8d71588cd0c2a68
823873329064984582,Genesis Alpha One,GenesisAlphaOne,"Find a new home for humanity in this roguelike-FPS-base building hybrid. Out now on PC, PS4 & Xbox One. Published by @Team17ltd.",,https://t.co/H8WI9c5VdP,2017-01-24T12:41:23.000Z,34,4090,1f7e992461c044b9972d0c3fb6a9277a
1083515668484435968,📦Totally Reliable Delivery Service,TRDSgame,"A Physics Co-Op Game About Terrible Delivery Drivers 

Steam Live NOW - https://t.co/DZIPxIoySH",Your Porch,https://t.co/4neTwV9BkH,2019-01-11T00:07:20.000Z,43,9034,9aa227e2ba294bb1a95c95fde892eb31
149201912,Frogwares,Frogwares,"Official Frogwares account. The developer behind Sherlock Holmes games & The Sinking City. Sherlock Holmes Chapter One is now available on PC, PS5, PS4 & XSX.","Kyiv, Ukraine",https://t.co/rjZZLxHfg4,2010-05-28T17:41:54.000Z,64,12978,afadb715390a4593acdca79dae94b60a
42743382,Runic Games,RunicGames,"Torchlight, Torchlight II, & Hob",,https://t.co/z7jT9qfYuP,2009-05-26T22:38:07.000Z,502,32640,0823aa31fb7540db886871c5aa44dcc3
612678415,Gone Home,GoneHomeGame,"Explore a mysterious house and discover the secrets of the family that lived there. Available now for Windows, Mac, Linux, Xbox One, PS4, and Nintendo Switch!","Portland, OR",https://t.co/LvV8DCpDK0,2012-06-19T16:27:17.000Z,360,8570,56b3f851cc664490a9911040da23a611
1017541469287010304,Brace Yourself Games,BYG_Vancouver,"The indie katamari! Creators of @NecroDancerGame, #CadenceofHyrule, @IndustriesGame, and @PhantomBrigade_ https://t.co/iKarowPMYD…","Vancouver, Canada",https://t.co/3YpEOe2xjI,2018-07-12T22:49:26.000Z,89,16454,a541f0935a3340c5b05a3742e0888d18
158828370,Santa Ragione,santaragione,"The Righeira of video games, making https://t.co/FYSuNXNfGF",Milano,https://t.co/gWZaZXrjLu,2010-06-23T19:23:34.000Z,736,3559,12f1d63f735341ddbb21a192010096a7
120635554,Just Cause,justcause,Official #JustCause Twitter account.,Solís,https://t.co/HWzrXVsmXd,2010-03-07T02:33:45.000Z,202,64901,f6db79620fd849a685f8b463d3a8bf2d
1450021528599502848,Curve Digital,CurveDigital,We are now @CurveGames,,https://t.co/6WDt54nNqs,2021-10-18T08:51:35.000Z,0,61,d4497261293046f58c0a429a11a7d852
246981058,SMITE,SMITEGame,"SMITE is the Free-To-Play Battleground of the Gods! For server updates, please visit @HiRezOps.","Alpharetta, GA",https://t.co/1XVqkDmIJV,2011-02-03T21:15:52.000Z,144,940630,f57f2cf4b6aa49be84688e4ea571ccbe
1064456061602725889,Zen Indies,ZenIndies,"Zen Indies - building worlds like 🧙‍♀️Operencia: The Stolen Sun, 🛳️Dread Nautical, 🏰CastleStorm II... and many more to come! An account of @zen_studios.",On your gaming device,https://t.co/Be29WYq5jK,2018-11-19T09:51:16.000Z,196,1435,4dc13c6a34d04d249fd84fdf811f266f
619172038,Butterscotch Shenanigans,BScotchShenani,"Award-winning game Studio behind #Crashlands and #Levelhead
Podcast: https://t.co/974oDvojA0
Support: https://t.co/6aYIVBRcG1
Press: https://t.co/KIsDRf3Pqs","St. Louis, MO",https://t.co/fmrYWFWcQ4,2012-06-26T15:22:03.000Z,524,21656,50c1f8b00eff4eb68b474bf57a2bf7bc
1214529927510462464,Might & Magic: Chess Royale,chessroyalegame,"Discover the first fast-paced 100 players autobattler set in the Might & Magic Universe! Play on iOS, Android, Windows & macOS! #MightAndMagic #ChessRoyale",,https://t.co/SEyLi2i1Pf,2020-01-07T12:51:25.000Z,2,3449,742f762ba0094daea72d91153433fb45
2180815710,Mohawk Games- OLD WORLD available on Steam and GOG,mohawkgames,Indie studio led by @LeylaCatJ @SorenJohnson. Currently released #OldWorld. Previous titles: Offworld Trading Company.,"Alexandria, VA",https://t.co/30N7kSkq2B,2013-11-07T20:35:33.000Z,127,4803,51a30dc6b394462aaa49bd7e3321a2e3
898437542936141825,Death Coming,DeathComingGame,Life is like a drama and you are just an NPC. Hand-crafted by @NEXTStudios,Shanghai,https://t.co/HDvASwa572,2017-08-18T06:52:57.000Z,14,196,1516933c27344f478d04efa7ccaa623e
1012848154973073408,Balancing Monkey Games,BalancingMonkey,"🎮 Indie Game studio from Aotearoa
🌏 Developers of cosy city-builder 'Before We Leave'
🚀 Available on: Steam, Epic Games, Nintendo Switch, Playstation & Xbox!",Aotearoa (NZ),https://t.co/pcrTRnZXl9,2018-06-29T23:59:52.000Z,146,2859,957e4d4d60634f7bad2047d257a49f73
4330385553,HUNTDOWN®,HuntdownGame,"Critically acclaimed action comedy for Switch, PS4, Xbox, Steam, Epic, GOG, iOS & Android.","Trollhättan, Sverige",https://t.co/3O2CQENRzT,2015-11-30T16:02:35.000Z,251,2659,3dfcf2349c0e4fad8e5c6b33786c407e
18759851,The Witcher,witchergame,"The official Twitter account for The Witcher 3: Wild Hunt, The Witcher 2: Assassins of Kings & The Witcher.",Vyzima,http://t.co/23Nw5wxfLU,2009-01-08T10:16:28.000Z,89,1467041,9064fdd49de04718abe631788ad5a759
38705128,Sid Meier's Civilization,CivGame,Official Sid Meier's Civilization feed. Dedicated to the best fans in gaming. ESRB: Everyone 10+,#OneMoreTurn,https://t.co/WjnAh8ZGYC,2009-05-08T17:24:07.000Z,50,131386,fe74b3dad04846e5a58f62aebd3858b6
868806035053527041,Maneater,maneatergame,"Play as a shark, in a single player action RPG. Eat, Explore, Evolve! Maneater: Truth Quest coming Summer 2021!",Plover Island,https://t.co/lo9nATYHlK,2017-05-28T12:27:55.000Z,85,24282,cf0f9c305d5d4dc9bd0fc4c14b5f2c5d
1011145418,terriv,terrivellmann,"doodles & videogames . SLUDGE LIFE, DUSTBITERS, DISC ROOM, HIGH HELL, HEAVY BULLETS, MUNDO LIXO and other stuff . ig: @ terri.vel", 🇧🇷,https://t.co/dMZY30JlZy,2012-12-14T13:25:36.000Z,483,6971,13f7f3e05e91444585e9be24b59fe536
3042124142,Dry Cactus (Patrick),drycactusgames,"Making games, eating pizza.",New Zealand,https://t.co/dwVzuxwg5n,2015-02-26T02:24:53.000Z,95,1295,009718266e284616b3e93fbdb2ccd671
982587627747598336,ZA/UM,studioZAUM,"Independent game developer & publisher. UK + Europe based with offices in Porto, Brighton & London. Creators of @discoelysium and @atelierZAUM 🤘","London, England",https://t.co/Xah3HawjoF,2018-04-07T11:55:20.000Z,2,14859,1112adb4b6af47238cbc563ae2b1c6ab
455338823,Tynan Sylvester,TynanSylvester,Game creator of RimWorld. Author of Designing Games (O'Reilly). Formerly on BioShock Infinite.,Canada,https://t.co/sJSKAUpvEH,2012-01-05T00:39:53.000Z,386,42685,4eb4eaeb9f344519b934036051b38f29
1006249184461086720,Beyond Blue 🐋🎮 is on Switch!,BeyondBlueGame,"From the creators of @NeverAloneGame comes a new adventure into our planet's beating blue heart 💙 Out now on Switch, PC, Xbox One, PS4, & Apple Arcade",,https://t.co/YK7PGETS4n,2018-06-11T18:57:55.000Z,426,2737,c3006006e4c74c4d8316ff09fb8dcc8d
253257606,Robotality,Robotality,Pathway out now on Nintendo Switch!  🤠,,https://t.co/ZqHj1Uxsgx,2011-02-16T21:48:18.000Z,579,10408,8c02538c55314c22b0e2216502bdac20
1379148116,SNK GLOBAL,SNKPofficial,"Welcome to SNK's official Twitter account.Follow this account to get the latest info regarding your favorite game series such as “KOF”, “SamSho”, and more!",,https://t.co/2VOfdRG8zy,2013-04-25T10:25:25.000Z,4,94699,b3678744f16842debd1f2d57fbe12e9c
1017707730654715905,Among Trees,AmongTreesGame,Among Trees is a vibrant first-person exploration adventure set in a colorful wilderness world teeming with life. Available on Steam and Epic.,,https://t.co/Q5noHazHH4,2018-07-13T09:50:05.000Z,0,13098,10304ec5c7cc412abaf21748c41ed6e4
160839015,THQ Nordic,THQNordic,"THQ Nordic's official Twitter profile. Level 11 Necromancer, Curator of ancient and exotic Intellectual Properties, Architect of new and strange worlds.",Worldwide,https://t.co/bVokgVXzMd,2010-06-29T07:33:01.000Z,615,131649,09846ff4dda3466f9a8bddbe07c22727
91339879,Mount & Blade,Mount_and_Blade,"Action RPG / Strategy sandbox by @Taleworlds. Choose your destiny in a land at war. When the world falls into chaos, any skilled blade can rise to glory!","Ankara, Turkey",https://t.co/JT5t4lGdPf,2009-11-20T13:28:56.000Z,2,65772,1dcce12230b64066a988c06cdd5f653e
1232051687025790976,Missile Command Recharged,MCRecharged,"Missile Command: Recharged is a perfect pick-up-and-play title for quick, on-the-go arcade fun for those with fond memories of the original, as well as new play",,https://t.co/UaVTKAUlgs,2020-02-24T21:16:36.000Z,34,1170,890c5a23bc654a1f94993c7976b3baa2
417947073,Trackmania,Trackmania,"Official Twitter about the Trackmania licence, the racing game by @Ubisoft Nadeo.
Play Trackmania, available on Epic Games Store and Ubisoft Store.","Paris, France",http://t.co/Ff8M9WIrrd,2011-11-21T15:17:34.000Z,516,24640,6e02cab6e82243858462ba7f93c82e9d
710107222613827584,Killing Floor,KillingFloor,"Welcome to the land of the sprees, home of the scrakes. AKA all things related to the Killing Floor franchise from @TripwireInt!",,https://t.co/kpsJ7b03pm,2016-03-16T14:15:29.000Z,15,14144,85f5ff10c31c4cd99978f4d57d3ec97a
174730301,Serenity Forge,SerenityForge,"Meaningful games that challenge the way you think. #DDLCPlus & Death's Gambit: Afterlife available now on Steam/Switch!

Discord: https://t.co/2OwRX5brlS","Boulder, Colorado",https://t.co/mqQ62RHlp9,2010-08-04T17:42:33.000Z,1638,15517,76cd108ce4354545bd825e181262dbad
729174626765549568,Ooblets,ooblets,"Farming, creature collection & dancing ⭐ Out now on Xbox & Epic! Coming soon to Switch!! ⭐ FAQ and more info at https://t.co/xLkQlLEXFu 🐛 Bugs: https://t.co/KzJ3cFMITw",Badgetown,https://t.co/NQ1sj6Goal,2016-05-08T05:02:33.000Z,17,70349,fafa9c3177db4dd6a1b225efe4fe904c
979489794681028609,Play Torchlight,PlayTorchlight,"Torchlight III is the latest entry in the Torchlight series, moving the franchise forward while bringing it back to its roots!",,https://t.co/cuzdWffHuX,2018-03-29T22:45:39.000Z,10,29122,9ca2b214a7b0477cb57fb0975f50043c
1187392769008066562,Samurai Jack,SamuraiJackGame,"Official account | Available now on Apple Arcade, PlayStation 4, Nintendo Switch, Xbox, and Windows PC. | support@adultswimgames.zendesk.com",,https://t.co/1rprSz9EJl,2019-10-24T15:38:00.000Z,33,22045,a23c6b7934d2436b8e27860d805ec26a
2326057399,Tacoma,TacomaGame,"The next game from Fullbright, the creators of Gone Home. What mysteries await, 200,000 miles from Earth? Available NOW on Windows, Mac, Linux, PS4 & Xbox One!","Portland, OR",https://t.co/x6NXRB2IjD,2014-02-03T21:15:48.000Z,103,5744,32052e4882be420e8b009f05483f1f23
1137017247711617024,Crypto-138,DAH_Crypto,"Hi, my name is Crypto, I enjoy long walks on the beach, deep conversation, holding hands, romance novels, skinny dipping and anal probing puny humans.",Furon,https://t.co/dU08F91xbC,2019-06-07T15:23:31.000Z,7,3949,b97a6ef46c4f4eaaa2dc324693df0765
1009991094854025216,Neon Abyss,NeonAbyssGame,"Neon Abyss is a frantic roguelike action platformer featuring unlimited item synergies. Available now on PC, Switch, Xbox One and PS4! Discord: https://t.co/H1aghMEZct",Abyss,https://t.co/UxkAR2Dy3l,2018-06-22T02:46:56.000Z,329,7089,1ad9b7fca007477ca454d2048d019d2f
1052092770553278464,Ageless,AgelessGame,"Alter the age of living creatures in this narrative pixel platformer! 🏹

Out now on Steam & Nintendo Switch!",Kuala Lumpur,https://t.co/LBWAIFLFHt,2018-10-16T07:03:58.000Z,53,607,88be2cd8fc104ff1b81783d6930e6922
2486468923,Turning Wheel,Turning_Wheel,"Turning Wheel LLC is an #IndieDev company and the creator of #Barony, a co-op #voxel #roguelike for home computers and Nintendo Switch!",Omnipresent,https://t.co/GRiczL6PYE,2014-05-10T02:39:06.000Z,82,1085,3fb9665744a5404d95de612ddc445f35
2290293607,c k - 3 0 X X,batterystaple_g,"chris king (he/him), creator of 20XX. currently working on 30XX (out now in EA! https://t.co/0uXtubLpDe)

join us on discord! https://t.co/KCD4FlSZsk","seattle, 30XX",https://t.co/0uXtubLpDe,2014-01-13T22:39:15.000Z,1391,7551,14f073a7a4204943b830717c32e2c710
74903868,CAPY,CAPYGAMES,⭐️ GRINDSTONE ⭐️ BELOW ⭐️ SUPER TIME FORCE ⭐️ #SWORCERY ⭐️ OK KO! ⭐️ DS: SHIPWRECKED ⭐️ CLASH OF HEROES ⭐️ CRITTER CRUNCH ⭐️ https://t.co/UGoGqXi13f ✨,Toronto!,https://t.co/XemvHKeMup,2009-09-17T01:55:28.000Z,37,39793,9e5a531f267148ed8af46457b854918f
1095017860001341440,Wilmot's Warehouse,WilmotsGame,"Inventory Manifest of A-5 Logistics - catalogued by Wilmot. Wilmot's Warehouse is a sorting puzzle game by Richards Hogg and Haggett, published by @FinjiCo",A-5 Logistics (Right in the Middle of the Glorious A-5),https://t.co/zehKWfhNVZ,2019-02-11T17:52:57.000Z,7,2257,b5dba5ebbdf84ecaad0edf4f5e026247
2645440044,Guerrilla,Guerrilla,Amsterdam-based developer of Horizon Zero Dawn and Horizon Forbidden West. Creators of the Killzone franchise.,Amsterdam,https://t.co/La6peC1wd9,2014-07-14T13:28:06.000Z,223,477681,5ce7e46378254948a5eb921ca32cf569
17040969,Total War,totalwar,"The official Twitter page for the Total War series. ESRB RATING TEEN to MATURE.  
Join our Discord server here: https://t.co/XQDqSgbFEy","Horsham, West Sussex",https://t.co/uTRjzRn1fh,2008-10-29T13:18:03.000Z,164,155588,bb3ce2b4668b4b22aae989f4508f0b71
